folioviv,tenencia,renta,ubica_geo,tam_loc,est_socio,tipo_viv,mat_pared,mat_techos,mat_pisos,antiguedad,cocina,cuart_dorm,num_cuarto,lugar_coc,agua_ent,ab_agua,dotac_agua,excusado,uso_compar,sanit_agua,bano_comp,bano_excus,bano_regad,drenaje,disp_elect,focos,combus,eli_basura,lavadero,fregadero,regadera,tinaco_azo,cisterna,pileta,calent_sol,calent_gas,medid_luz,bomba_agua,tanque_gas,aire_acond,calefacc,p_grietas,p_pandeos,p_levanta,p_humedad,p_fractura,p_electric,p_tuberias,antiguedad_no_especificada
702491403,1,2600,7078,1,2,2,8,10,3,-1.0,1,2,4,1,1,1,2,1,2,1,1,0,0,1,1,7,3,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1
702491404,1,1500,7078,1,2,1,6,3,2,3.0,1,1,2,1,2,1,2,1,2,2,0,1,0,1,1,5,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0
702491405,4,0,7078,1,2,1,8,10,2,29.0,1,5,7,1,1,1,2,1,2,1,1,1,0,1,1,10,3,1,1,2,1,1,2,1,2,2,1,2,2,2,2,1,2,1,1,2,2,2,0
702492601,4,0,7078,1,2,1,8,3,2,12.0,1,2,3,2,2,1,2,1,2,2,0,1,0,1,1,4,3,1,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,0
702492602,4,0,7078,1,2,1,8,3,2,25.0,1,3,4,1,2,1,2,1,2,2,0,1,0,1,1,5,3,1,1,2,2,2,2,1,2,2,1,2,2,2,2,1,1,2,1,2,2,2,0
702492603,1,500,7078,1,2,1,6,3,2,-1.0,2,1,1,6,2,1,2,1,2,2,0,1,0,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1
702492604,4,0,7078,1,2,1,8,10,2,15.0,1,2,3,1,1,1,2,1,2,1,0,1,1,1,1,6,3,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,0
702492605,1,2000,7078,1,2,1,8,3,2,-1.0,1,2,4,1,1,1,2,1,2,2,1,1,0,1,1,7,3,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1
702492606,1,2000,7078,1,2,1,8,10,2,-1.0,1,2,3,1,1,1,2,1,2,1,1,0,0,1,1,7,3,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1
702493301,4,0,7078,1,1,1,8,10,3,96.0,1,2,3,1,1,1,5,1,2,1,2,0,0,1,1,5,3,2,1,1,1,1,2,1,2,1,1,1,2,2,2,1,1,1,1,1,2,1,0
702493302,1,2200,7078,1,1,2,8,10,3,-1.0,1,1,2,1,1,1,2,1,2,1,1,0,0,1,1,5,3,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1
702493303,1,790,7078,1,1,2,6,3,2,-1.0,2,1,1,6,2,1,1,1,1,2,0,1,0,1,1,1,6,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1
702493304,4,0,7078,1,1,1,8,10,3,10.0,1,4,5,1,1,1,2,1,2,1,1,0,0,1,1,10,3,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,2,0
702493305,1,1200,7078,1,1,2,8,10,3,-1.0,1,2,2,1,1,1,2,1,2,1,1,0,0,1,1,3,3,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1
702493306,4,0,7078,1,1,1,8,10,2,35.0,1,3,4,2,1,1,2,1,2,1,1,0,0,1,1,9,3,1,1,1,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,0
702494501,1,1000,7078,1,3,2,8,3,2,-1.0,1,1,1,1,2,1,1,1,1,2,1,0,0,1,1,2,3,3,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1
702494502,4,0,7078,1,3,1,8,10,3,15.0,1,4,5,1,1,1,1,1,2,1,1,1,0,1,1,30,3,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,0
702494503,3,0,7078,1,3,1,8,10,3,-1.0,1,4,5,1,1,1,2,1,2,1,2,0,0,1,1,18,3,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,1,2,1,2,1
702494505,2,0,7078,1,3,2,8,10,3,50.0,1,2,3,1,1,1,3,1,2,1,1,0,0,1,1,11,5,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,0
702494506,4,0,7078,1,3,1,8,10,2,15.0,1,4,6,1,1,1,2,1,2,1,2,0,0,1,1,10,3,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,0
702495801,4,0,7078,1,2,1,8,3,2,15.0,1,1,2,2,1,1,3,1,2,1,0,1,0,1,1,4,3,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,0
702495802,4,0,7078,1,2,1,8,10,2,10.0,1,2,3,1,1,1,3,1,2,1,1,0,0,1,1,4,3,1,1,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,0
702495803,4,0,7078,1,2,1,8,10,3,3.0,1,5,6,1,1,1,2,1,2,1,3,0,0,1,1,20,3,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,0
702495804,1,2500,7078,1,2,4,8,10,3,1.0,1,2,3,1,1,1,2,1,2,1,1,0,0,1,1,5,4,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0
702495805,1,1800,7078,1,2,1,8,3,2,-1.0,1,2,3,2,1,1,2,1,2,1,1,0,0,1,1,5,3,1,1,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,1
702495806,4,0,7078,1,2,1,6,3,1,1.0,2,2,2,5,3,0,0,1,2,2,0,1,0,1,1,4,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0
702496201,4,0,7079,3,2,1,8,3,2,30.0,2,1,2,3,3,0,0,1,2,2,0,1,0,1,1,4,3,1,1,2,2,1,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,0
702496202,4,0,7079,3,2,1,8,3,2,40.0,1,3,5,1,1,1,5,1,2,2,0,2,0,1,1,6,3,1,1,1,2,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,0
702496203,4,0,7079,3,2,1,7,3,2,60.0,1,2,3,1,1,1,4,1,2,2,0,1,0,1,1,3,3,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0
702496204,4,0,7079,3,2,1,7,9,2,60.0,1,3,5,1,1,1,4,1,2,2,1,1,0,1,1,8,3,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,0
702496206,4,0,7079,3,2,1,8,3,2,20.0,1,2,3,1,1,1,5,1,2,2,0,1,0,1,1,5,3,1,1,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,0
702496507,4,0,7079,3,2,1,8,10,2,18.0,1,2,3,1,1,1,4,1,2,1,1,0,0,1,1,4,3,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,0
702496508,4,0,7079,3,2,1,7,9,2,30.0,1,2,3,1,1,1,5,1,2,2,0,1,0,1,1,3,3,1,1,1,2,2,2,1,2,2,1,2,2,2,2,1,2,1,1,2,2,2,0
702496509,4,0,7079,3,2,1,8,4,2,20.0,1,2,3,1,1,1,4,1,2,2,1,0,0,1,1,5,3,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,1,9,9,9,0
702496510,4,0,7079,3,2,1,7,9,2,25.0,1,2,3,1,1,1,4,1,2,2,1,0,0,1,1,6,3,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,0
702496511,1,2000,7079,3,2,1,8,10,2,15.0,1,2,3,1,1,1,4,1,2,1,1,0,0,1,1,6,3,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,0
702496512,4,0,7079,3,2,1,8,3,2,20.0,1,1,2,1,1,1,4,1,2,2,1,0,0,1,1,4,3,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0
702496713,4,0,7079,3,2,1,8,3,2,-1.0,1,2,3,1,1,1,4,1,2,2,1,0,0,1,1,6,3,1,1,2,1,1,2,1,2,2,1,1,2,2,2,1,1,2,1,1,2,2,1
702496714,1,2000,7079,3,2,1,8,10,2,-1.0,1,2,4,1,1,1,5,1,2,1,1,1,0,1,1,10,3,1,1,2,1,1,1,2,2,2,1,1,2,2,2,1,2,1,1,2,2,2,1
702496715,2,0,7079,3,2,1,8,10,2,-1.0,1,1,3,1,1,1,5,1,2,2,0,1,0,1,1,5,3,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1
702496716,4,0,7079,3,2,1,8,10,3,10.0,1,3,4,1,1,1,4,1,2,1,2,0,0,1,1,9,3,1,1,2,1,1,1,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,0
702496717,1,1000,7079,3,2,1,7,9,2,-1.0,2,1,1,3,2,1,5,1,2,1,0,1,1,1,1,2,1,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,1,1,2,2,1
702496718,4,0,7079,3,2,1,8,10,2,28.0,1,2,3,1,2,1,4,1,2,2,0,1,0,1,1,5,3,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,0
702496919,4,0,7079,3,2,1,8,10,3,35.0,1,2,4,1,1,1,5,1,2,2,0,1,0,1,1,7,3,1,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,1,2,0
702496921,4,0,7079,3,2,1,8,10,3,20.0,1,2,3,1,1,1,5,1,2,1,0,1,0,1,1,10,3,1,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,0
702496922,1,1200,7079,3,2,5,8,10,2,-1.0,2,1,1,1,1,1,5,1,2,1,1,0,0,1,1,3,5,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1
702496923,4,0,7079,3,2,1,8,10,2,40.0,1,4,6,1,1,1,4,1,2,1,0,1,0,1,1,10,3,1,1,1,2,1,1,2,2,1,1,1,2,2,2,1,2,2,1,2,2,2,0
702496924,2,0,7079,3,2,2,8,3,2,-1.0,1,1,3,1,1,1,4,1,2,1,1,0,0,1,1,4,3,1,2,2,1,1,1,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,1
702497019,4,0,7079,3,1,1,8,9,2,50.0,1,3,6,2,1,1,4,1,1,2,0,2,0,1,1,8,3,1,1,2,2,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,0
702497020,4,0,7079,3,1,1,8,10,2,20.0,1,2,4,1,1,1,5,1,2,2,1,0,1,1,1,7,3,1,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0
702497021,4,0,7079,3,1,1,8,3,2,20.0,1,2,4,1,1,1,4,1,2,1,2,0,0,1,1,7,3,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0
702497022,4,0,7079,3,1,2,8,10,2,40.0,1,2,3,4,2,1,4,1,2,2,0,1,0,1,1,5,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,0
702497023,4,0,7079,3,1,1,7,9,2,50.0,2,1,2,3,2,1,4,1,2,2,0,1,0,1,1,4,3,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,0
702497301,4,0,7079,3,1,1,8,10,2,22.0,1,3,4,1,2,1,4,1,2,2,0,1,0,1,1,7,3,1,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,0
702497302,4,0,7079,3,1,1,8,10,2,30.0,1,3,5,1,1,1,5,1,2,1,1,1,1,1,1,10,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,0
702497303,4,0,7079,3,1,1,7,9,2,48.0,1,2,3,2,2,1,4,1,2,1,0,2,1,1,1,4,3,1,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,0
702497304,4,0,7079,3,1,2,8,3,2,9.0,1,1,2,1,1,1,3,1,2,1,1,0,0,1,1,5,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0
702497305,4,0,7079,3,1,1,8,10,2,1.0,2,1,2,3,2,1,4,1,2,2,0,1,0,1,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,0
702497306,4,0,7079,3,1,1,8,10,3,1.0,1,3,5,2,1,1,4,1,2,1,2,1,0,1,1,10,3,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,0
702497507,1,1200,7079,3,1,2,8,10,2,-1.0,1,2,4,1,1,1,4,1,2,1,1,0,0,1,1,7,3,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1
702497508,4,0,7079,3,1,2,8,10,3,8.0,1,2,4,1,1,1,2,1,2,2,0,1,0,1,1,4,3,1,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0
702497509,4,0,7079,3,1,2,8,10,2,2.0,1,2,4,1,1,1,3,1,2,1,1,0,0,1,1,6,3,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,0
702497510,4,0,7079,3,1,1,8,3,2,25.0,1,1,3,1,2,1,4,1,2,2,0,1,0,1,1,6,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,0
702497511,1,900,7079,3,1,1,7,3,2,-1.0,1,1,3,1,2,1,2,1,2,2,1,0,0,1,1,6,3,1,1,2,1,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1
702497512,4,0,7079,3,1,1,8,10,3,20.0,1,2,4,1,1,1,4,1,2,1,1,0,0,1,1,5,3,1,1,2,1,1,1,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,0
702497814,1,1300,7079,3,1,1,8,10,2,-1.0,1,2,3,1,1,1,4,1,2,1,1,0,0,1,1,5,3,3,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1
702497816,4,0,7079,3,1,1,8,10,2,32.0,1,2,3,1,1,1,4,1,2,2,1,0,0,1,1,5,3,1,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,0
702497817,1,2000,7079,3,1,2,8,10,3,-1.0,1,1,2,1,1,1,3,1,2,1,1,0,0,1,1,6,3,3,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1
702497818,4,0,7079,3,1,2,7,9,2,30.0,1,2,3,1,2,1,1,1,1,2,0,1,0,1,1,6,3,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,0
702498001,4,0,7089,4,1,1,8,3,2,10.0,2,2,3,3,2,1,2,1,2,2,0,1,0,2,1,3,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0
702498002,4,0,7089,4,1,1,8,3,2,17.0,2,2,3,3,2,1,2,1,2,2,0,1,0,2,1,5,1,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,0
702498003,4,0,7089,4,1,1,8,10,2,12.0,1,2,4,1,2,1,2,1,2,1,1,0,0,2,1,6,1,4,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0
702498004,4,0,7089,4,1,1,8,3,2,6.0,2,2,4,3,3,0,0,1,2,2,0,1,0,2,1,6,3,1,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,0
702498005,4,0,7089,4,1,1,7,10,1,15.0,1,2,4,2,3,0,0,1,2,2,0,1,0,2,1,3,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0
702498006,4,0,7089,4,1,1,8,3,2,5.0,1,2,4,1,2,1,2,1,2,2,0,1,0,2,1,5,3,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0
702499401,2,0,7089,3,2,1,8,10,2,1.0,1,1,4,1,1,1,2,1,2,1,1,0,0,1,1,4,3,1,1,2,1,1,1,1,2,2,1,1,2,2,2,1,2,2,1,2,2,2,0
702499402,3,0,7089,3,2,1,8,3,2,20.0,2,2,2,2,1,1,3,1,2,1,1,0,0,1,1,6,3,1,1,1,1,1,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,0
702499405,1,2500,7089,3,2,1,8,10,3,1.0,1,2,3,1,1,1,2,1,2,1,1,0,0,1,1,5,3,1,1,1,1,1,2,1,2,2,1,2,2,2,2,1,2,1,1,2,2,2,0
702500701,1,3000,7089,1,2,1,8,10,2,-1.0,1,1,3,1,1,1,1,1,2,1,1,0,0,1,1,3,3,1,1,2,1,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1
702500702,4,0,7089,1,2,1,8,10,2,29.0,1,2,3,1,1,1,1,1,2,1,1,1,0,1,1,6,3,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0
702500703,1,4000,7089,1,2,1,8,10,3,-1.0,1,2,3,1,1,1,1,1,2,1,1,0,0,1,1,8,3,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1
702500705,1,2000,7089,1,2,2,8,3,2,-1.0,1,1,2,1,2,1,2,1,2,2,0,1,0,1,1,3,3,1,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1
702501901,1,1200,7089,1,2,1,8,3,2,-1.0,2,1,1,1,1,1,3,1,2,2,0,1,0,1,1,4,3,1,1,2,2,2,2,1,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1
702501902,1,4000,7089,1,2,1,8,3,2,-1.0,2,1,1,1,1,1,2,1,2,2,0,1,0,1,1,3,3,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
702501903,4,0,7089,1,2,1,8,10,3,22.0,2,2,3,1,1,1,2,1,2,1,1,0,0,1,1,5,3,1,1,1,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,0
702501904,4,0,7089,1,2,1,8,3,2,18.0,2,2,3,1,2,1,1,1,2,2,0,2,0,1,1,4,3,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,0
702501905,4,0,7089,1,2,1,8,10,3,20.0,1,3,6,1,1,1,2,1,2,1,1,1,0,1,1,17,3,1,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,2,1,2,2,1,0
702502201,4,0,7089,1,2,1,8,10,3,40.0,1,3,7,1,1,1,2,1,2,1,4,0,0,1,1,32,3,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,0
702502202,4,0,7089,1,2,1,8,3,2,38.0,1,3,4,1,1,1,2,1,2,2,1,1,0,1,1,4,3,1,1,2,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,0
702502203,2,0,7089,1,2,1,8,3,2,32.0,1,2,3,1,1,1,2,1,2,1,0,1,1,1,1,5,3,1,1,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,0
702502204,4,0,7089,1,2,1,8,10,3,25.0,1,2,3,1,1,1,3,1,2,1,0,1,1,1,1,7,3,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0
702502205,1,2000,7089,1,2,1,8,10,3,-1.0,1,1,2,1,1,1,3,1,2,1,1,0,0,1,1,3,3,1,1,1,1,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1
702502206,4,0,7089,1,2,1,8,10,3,31.0,1,1,4,1,1,1,3,1,2,1,1,0,0,1,1,6,3,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,0
702503501,4,0,7089,1,3,1,8,10,2,38.0,1,3,6,1,1,1,1,1,2,1,1,0,0,1,1,6,3,1,1,2,1,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,0
702503502,4,0,7089,1,3,2,8,10,3,-1.0,1,3,5,1,1,1,2,1,2,1,1,0,0,1,1,10,3,1,1,1,1,1,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1
702503503,4,0,7089,1,3,1,8,10,2,44.0,1,2,4,1,1,1,1,1,2,1,1,0,0,1,1,6,3,1,1,2,1,1,2,1,2,2,1,1,2,1,2,2,2,2,1,2,2,2,0
702503504,5,0,7089,1,3,1,8,10,2,43.0,1,2,3,1,1,1,3,1,2,1,1,1,0,1,1,10,3,1,1,2,1,1,2,1,2,2,1,1,2,2,2,1,1,2,1,1,2,2,0
702503506,4,0,7089,1,3,1,8,10,2,42.0,1,2,4,1,1,1,2,1,2,2,2,0,0,1,1,8,3,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0
702504401,4,0,7089,1,2,1,8,3,3,43.0,1,2,4,1,1,1,2,1,2,1,2,0,0,1,1,7,3,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,0
702504402,2,0,7089,1,2,2,8,10,3,20.0,1,1,3,1,1,1,1,1,2,1,1,0,0,1,1,6,3,1,1,1,1,1,2,1,2,2,1,2,2,2,2,1,1,2,1,1,2,1,0
702504403,4,0,7089,1,2,1,8,3,3,45.0,1,2,5,1,1,1,1,1,2,2,1,0,0,1,1,5,3,1,1,1,1,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,0
702504406,4,0,7089,1,2,1,8,10,2,20.0,1,2,5,1,1,1,1,1,2,1,1,0,0,1,1,9,3,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,0
702505602,1,1500,7089,1,1,5,8,10,2,1.0,1,1,1,1,2,1,2,1,2,2,0,1,0,1,1,3,3,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0
702505604,4,0,7089,1,1,2,8,10,2,40.0,1,1,2,1,1,1,2,1,2,1,1,0,0,1,1,4,3,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0
702505605,4,0,7089,1,1,2,8,3,2,20.0,1,1,1,1,1,1,1,1,2,2,1,0,0,2,1,2,3,1,2,1,1,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,0
702506801,4,0,7089,1,1,1,8,10,3,20.0,1,2,5,1,1,1,1,1,2,1,1,1,0,1,1,8,3,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,2,1,1,2,2,2,0
702506802,1,2300,7089,1,1,1,8,3,2,-1.0,1,1,4,2,1,1,1,1,2,2,0,1,0,1,1,5,3,1,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1
702506803,1,2000,7089,1,1,1,8,10,2,-1.0,1,2,4,1,1,1,1,1,2,2,0,2,0,1,1,8,3,1,1,1,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1
702506806,1,1500,7089,1,1,5,3,2,2,-1.0,1,1,1,1,2,1,1,3,0,0,0,0,0,1,1,1,3,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1
702507603,4,0,7089,1,2,1,8,10,2,-1.0,1,2,3,1,1,1,2,1,2,1,2,0,0,1,1,12,3,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1
702507605,4,0,7089,1,2,1,8,10,3,-1.0,1,5,7,1,1,1,1,1,2,1,3,2,0,1,1,15,3,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1
702507606,4,0,7089,1,2,1,8,3,3,-1.0,1,1,2,3,1,1,3,1,2,1,1,0,0,1,1,5,3,1,1,1,1,1,2,1,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1
702508701,4,0,7089,1,3,1,8,10,3,25.0,1,2,4,1,1,1,2,1,2,1,1,0,0,1,1,15,3,1,1,1,1,1,2,1,2,2,1,1,2,1,2,1,2,2,1,2,2,2,0
702508702,1,2000,7089,1,3,1,8,10,2,-1.0,1,2,4,1,2,1,3,1,2,2,1,0,0,1,1,8,3,1,1,2,1,1,2,1,2,2,1,1,2,2,2,1,2,2,1,9,2,2,1
702508704,3,0,7089,1,3,1,8,10,2,22.0,1,2,4,1,1,1,3,1,2,2,0,1,0,1,1,5,3,1,1,2,2,1,2,1,2,2,1,1,2,2,2,2,2,1,1,1,1,1,0
702508706,1,900,7089,1,3,1,6,3,2,-1.0,2,1,1,4,2,1,2,1,2,2,0,1,0,1,1,3,1,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1
702509801,1,3500,7089,1,2,2,8,10,2,-1.0,1,1,2,1,1,1,1,1,2,2,0,1,0,1,1,3,3,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1
702509803,4,0,7089,1,2,1,8,10,3,30.0,1,3,6,1,1,1,2,1,2,1,2,0,0,1,1,10,3,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,2,1,2,1,2,0
702509805,4,0,7089,1,2,1,8,10,3,60.0,1,2,4,1,1,1,2,1,2,1,1,0,0,1,1,5,3,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,0
702509806,4,0,7089,1,2,1,8,3,3,50.0,1,3,5,1,1,1,1,1,2,1,1,0,0,1,1,7,3,1,1,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,0
702510001,4,0,7089,1,2,2,3,3,2,23.0,2,1,2,4,2,1,2,1,2,2,0,1,0,1,1,2,3,1,1,2,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,0
702510002,1,2500,7089,1,2,4,8,10,3,-1.0,1,2,4,1,1,1,2,1,2,1,1,0,0,1,1,7,3,1,1,2,1,1,2,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,1
702510003,4,0,7089,1,2,2,8,10,3,29.0,1,3,5,1,1,1,2,1,2,1,2,0,0,1,1,5,3,1,1,2,1,1,2,1,1,2,1,2,1,2,2,1,2,1,1,2,2,2,0
702510004,1,2500,7089,1,2,4,8,10,3,-1.0,1,2,3,1,1,1,2,1,2,2,1,0,0,1,1,4,3,1,1,1,1,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1
702510005,4,0,7089,1,2,1,8,3,2,15.0,1,2,3,1,2,1,2,1,2,2,0,1,0,1,1,7,3,1,1,2,2,2,2,1,2,2,1,2,2,2,2,1,1,1,1,1,2,2,0
702510006,4,0,7089,1,2,2,8,10,2,15.0,1,3,5,1,1,1,3,1,2,2,0,2,0,1,1,10,3,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0
702511301,3,0,7089,1,2,1,8,3,2,-1.0,1,2,3,1,2,1,2,1,2,2,0,1,0,1,1,5,3,1,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1
702511302,4,0,7089,1,2,1,8,3,3,-1.0,1,1,2,1,1,1,2,1,2,1,1,0,0,1,1,5,3,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1
702511303,4,0,7089,1,2,1,8,10,2,20.0,1,2,3,1,1,1,2,1,2,1,1,0,0,1,1,7,3,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,0
