folioviv,tenencia,renta,ubica_geo,tam_loc,est_socio,tipo_viv,mat_pared,mat_techos,mat_pisos,antiguedad,cocina,cuart_dorm,num_cuarto,lugar_coc,agua_ent,ab_agua,dotac_agua,excusado,uso_compar,sanit_agua,bano_comp,bano_excus,bano_regad,drenaje,disp_elect,focos,combus,eli_basura,lavadero,fregadero,regadera,tinaco_azo,cisterna,pileta,calent_sol,calent_gas,medid_luz,bomba_agua,tanque_gas,aire_acond,calefacc,p_grietas,p_pandeos,p_levanta,p_humedad,p_fractura,p_electric,p_tuberias,antiguedad_no_especificada
1906405203,4,0,19039,1,3,1,8,10,2,55.0,1,1,4,1,1,1,1,1,2,1,1,1,0,1,1,3,4,1,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,0
1906405204,4,0,19039,1,3,1,8,10,3,50.0,1,2,4,1,1,1,1,1,2,1,2,0,1,1,1,12,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,0
1906405205,4,0,19039,1,3,1,8,10,3,53.0,1,4,7,1,1,1,1,1,2,1,2,1,0,1,1,26,4,1,1,1,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,0
1906405206,4,0,19039,1,3,1,8,10,2,50.0,1,1,2,1,1,1,1,1,2,1,1,0,0,1,1,20,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,0
1906406401,4,0,19039,1,3,1,8,10,3,52.0,1,2,7,1,1,1,1,1,2,1,2,0,0,1,1,9,4,1,1,1,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,0
1906406402,2,0,19039,1,3,1,8,10,2,10.0,1,1,4,1,1,1,1,1,2,1,1,0,0,1,1,5,3,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,0
1906406403,5,0,19039,1,3,1,8,10,3,35.0,1,3,4,1,1,1,1,1,2,1,1,0,0,1,1,15,4,1,1,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,0
1906406404,4,0,19039,1,3,1,8,10,3,47.0,1,2,5,1,1,1,1,1,2,1,1,0,0,1,1,7,4,1,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,0
1906406405,4,0,19039,1,3,1,8,10,3,52.0,1,1,5,1,1,1,1,1,2,1,1,0,0,1,1,7,4,1,1,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,0
1906406406,4,0,19039,1,3,1,8,10,3,60.0,1,2,5,1,1,1,1,1,2,1,1,0,0,1,1,6,4,1,1,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,0
1906407501,4,0,19039,1,2,1,8,10,2,50.0,1,3,6,1,1,1,1,1,2,1,1,1,0,1,1,10,4,1,1,1,1,2,2,2,2,1,1,2,2,1,1,2,2,2,1,2,2,2,0
1906407502,4,0,19039,1,2,1,8,10,3,50.0,1,3,5,1,1,1,1,1,2,1,2,0,0,1,1,15,4,1,1,1,1,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,0
1906407503,4,0,19039,1,2,1,8,10,3,50.0,1,3,5,1,1,1,1,1,2,1,1,0,0,1,1,8,4,1,1,1,1,1,2,2,2,1,1,2,2,1,2,1,2,2,1,2,2,2,0
1906407504,1,3000,19039,1,2,5,8,10,3,50.0,1,2,3,1,1,1,1,1,2,1,1,0,0,1,1,5,3,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0
1906408601,4,0,19039,1,3,1,8,10,3,40.0,1,3,6,1,1,1,1,1,2,1,3,1,0,1,1,11,4,1,1,1,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,0
1906408602,4,0,19039,1,3,1,8,10,3,50.0,1,4,7,1,1,1,1,1,2,1,2,0,0,1,1,20,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,0
1906408603,4,0,19039,1,3,1,8,10,3,50.0,1,2,5,1,1,1,1,1,2,1,2,0,0,1,1,15,4,1,1,1,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,0
1906408606,4,0,19039,1,3,1,8,10,3,44.0,1,3,4,1,1,1,1,1,2,1,1,0,0,1,1,7,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,0
1906409801,4,0,19039,1,3,1,8,10,3,47.0,1,1,6,1,1,1,1,1,2,1,2,2,0,1,1,14,3,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,0
1906409804,4,0,19039,1,3,1,8,10,3,1.0,1,2,4,1,1,1,1,1,2,1,2,0,0,1,1,20,4,1,1,1,1,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,0
1906409805,4,0,19039,1,3,1,8,10,3,53.0,1,3,5,1,1,1,1,1,2,1,1,0,0,1,1,6,4,1,1,1,1,1,2,2,2,1,1,2,2,1,1,1,2,2,1,2,2,2,0
1906410601,2,0,19039,1,4,1,8,10,3,60.0,1,2,6,1,1,1,1,1,2,1,3,0,0,1,1,25,4,1,1,1,1,2,2,2,2,2,1,2,2,1,1,1,2,1,2,2,2,2,0
1906410603,4,0,19039,1,4,2,8,10,3,40.0,1,3,6,1,1,1,1,1,2,1,3,0,0,1,1,20,4,1,1,1,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,0
1906410604,2,0,19039,1,4,1,8,10,3,50.0,1,1,3,1,1,1,1,1,2,1,2,0,0,1,1,10,4,1,1,1,1,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,0
1906410605,1,7000,19039,1,4,1,8,10,3,50.0,1,3,5,1,1,1,1,1,2,1,1,0,0,1,1,7,4,1,2,1,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,0
1906410606,4,0,19039,1,4,1,8,10,3,40.0,1,1,2,1,1,1,1,1,2,1,1,1,0,1,1,4,4,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,2,2,2,0
1906411802,4,0,19039,1,4,1,8,10,3,40.0,1,1,3,1,1,1,1,1,2,1,1,1,0,1,1,10,4,1,1,1,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,0
1906411803,4,0,19039,1,4,1,8,10,3,58.0,1,4,7,1,1,1,1,1,2,1,2,0,0,1,1,24,4,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,0
1906411804,5,0,19039,1,4,1,8,10,3,60.0,1,2,4,1,1,1,1,1,2,1,1,0,0,1,1,7,3,1,1,1,1,2,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,0
1906411805,4,0,19039,1,4,1,8,10,3,60.0,1,3,4,1,1,1,1,1,2,1,2,2,0,1,1,20,4,1,2,1,1,1,2,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,0
1906411806,5,0,19039,1,4,1,8,10,3,50.0,1,2,4,1,1,1,1,1,2,1,2,0,0,1,1,9,3,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,0
1906412002,4,0,19039,1,4,1,8,10,3,26.0,1,3,9,1,1,1,1,1,2,1,3,1,0,1,1,20,4,1,1,1,1,1,2,2,2,1,1,2,2,1,1,1,2,1,2,2,2,2,0
1906412004,1,6000,19039,1,4,1,8,10,3,-1.0,1,4,6,1,1,1,1,1,2,1,1,0,0,1,1,11,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1
1906413001,4,0,19039,1,3,1,8,10,3,70.0,1,3,4,1,1,1,1,1,2,1,2,0,0,1,1,6,5,1,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,0
1906413002,4,0,19039,1,3,1,8,10,3,45.0,1,3,4,1,1,1,1,1,2,1,1,1,0,1,1,8,3,1,1,1,1,2,2,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,0
1906413003,4,0,19039,1,3,1,8,10,3,44.0,1,2,4,1,2,1,1,1,2,1,1,0,0,1,1,8,4,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,0
1906413004,4,0,19039,1,3,1,8,10,3,45.0,1,3,6,1,1,1,1,1,2,1,1,0,0,1,1,9,4,1,1,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,0
1906413006,4,0,19039,1,3,1,8,10,3,50.0,1,1,4,1,1,1,1,1,2,1,1,1,0,1,1,6,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,0
1906414701,4,0,19039,1,2,1,8,10,3,60.0,1,1,3,1,1,1,1,1,2,1,2,1,0,1,1,7,4,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,0
1906414702,4,0,19039,1,2,1,6,3,3,70.0,1,2,4,1,1,1,1,1,2,1,0,1,1,1,1,6,4,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,0
1906414703,5,0,19039,1,2,1,8,10,3,50.0,1,2,6,1,1,1,1,1,2,1,3,0,0,1,1,15,4,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,0
1906414704,5,0,19039,1,2,1,8,10,2,40.0,1,1,2,1,1,1,1,1,2,1,1,0,0,1,1,2,3,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0
1906414705,4,0,19039,1,2,1,8,10,2,50.0,2,1,2,1,1,1,1,1,2,1,0,1,1,1,1,7,4,1,2,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,0
1906414706,2,0,19039,1,2,1,8,3,2,1.0,1,2,3,1,1,1,1,1,2,1,1,0,0,1,1,5,3,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0
1906415901,4,0,19039,1,2,1,8,10,3,34.0,1,2,5,1,1,1,1,1,2,1,2,0,0,1,1,14,3,1,1,1,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,0
1906415902,4,0,19039,1,2,1,8,10,3,11.0,1,4,7,1,1,1,1,1,2,1,2,1,0,1,1,9,4,1,2,1,1,1,2,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,0
1906415904,4,0,19039,1,2,1,8,10,2,38.0,1,3,6,1,1,1,1,1,2,1,1,2,0,1,1,12,4,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0
1906415905,4,0,19039,1,2,1,8,10,3,40.0,1,1,4,1,1,1,1,1,2,1,1,0,0,1,1,4,3,1,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,0
1906415906,1,3000,19039,1,2,1,8,10,3,34.0,1,2,4,1,1,1,1,1,2,1,1,1,0,1,1,8,3,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0
1906416302,4,0,19039,1,3,1,8,10,3,35.0,1,3,7,1,1,1,1,1,2,1,2,0,0,1,1,7,4,1,1,1,1,2,2,1,2,1,1,2,2,1,1,2,2,2,2,2,2,2,0
1906416303,1,2500,19039,1,3,1,8,10,2,2.0,1,1,2,1,1,1,1,1,2,1,1,0,0,1,1,3,5,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,0
1906416304,4,0,19039,1,3,1,8,10,3,40.0,1,1,4,1,1,1,1,1,2,1,1,1,0,1,1,12,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,0
1906416305,4,0,19039,1,3,1,8,10,3,26.0,1,3,8,1,1,1,1,1,2,1,2,1,0,1,1,14,4,1,1,1,1,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,0
1906416306,4,0,19039,1,3,1,8,10,3,29.0,1,4,7,1,1,1,1,1,2,1,3,0,0,1,1,60,4,1,1,1,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,0
1906417301,2,0,19039,1,4,7,8,10,3,-1.0,1,1,8,1,1,1,1,1,2,1,3,1,0,1,1,30,4,1,1,1,1,1,2,2,2,1,1,1,2,1,1,2,2,2,1,2,2,2,1
1906417303,4,0,19039,1,4,1,8,10,3,30.0,1,1,7,1,1,1,1,1,2,1,1,1,0,1,1,15,4,1,1,1,1,2,2,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,0
1906417304,4,0,19039,1,4,1,8,10,3,30.0,1,4,5,1,1,1,1,1,2,1,2,1,0,1,1,10,4,1,1,1,1,1,2,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,0
1906417305,4,0,19039,1,4,1,8,10,3,55.0,1,1,4,1,1,1,1,1,2,1,3,0,0,1,1,13,4,1,1,1,1,1,2,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,0
1906417306,1,12000,19039,1,4,1,8,10,3,-1.0,1,3,5,1,1,1,1,1,2,1,1,0,0,1,1,10,4,1,2,1,1,2,2,2,2,1,1,2,2,1,2,1,2,2,1,2,2,2,1
1906418501,2,0,19039,1,3,1,8,10,3,40.0,1,1,3,1,1,1,1,1,2,1,1,0,0,1,1,6,4,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0
1906418502,1,3000,19039,1,3,1,8,10,3,-1.0,1,2,3,1,1,1,1,1,1,1,1,0,0,1,1,6,3,1,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,1
1906418503,5,0,19039,1,3,2,6,3,2,70.0,1,1,3,1,1,1,1,1,2,2,0,1,1,1,1,5,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,0
1906418504,4,0,19039,1,3,1,8,10,3,99.0,1,2,3,1,1,1,1,1,2,1,1,0,0,1,1,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,0
1906418505,1,3000,19039,1,3,1,8,10,3,-1.0,1,2,3,1,1,1,1,1,2,1,1,0,0,1,1,4,3,1,2,1,1,2,2,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,1
1906419201,1,3000,19039,1,2,1,8,10,3,-1.0,1,1,5,1,1,1,1,2,2,1,2,0,0,1,1,9,4,1,1,1,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,1
1906419202,1,2500,19039,1,2,5,8,3,2,-1.0,1,1,2,1,2,1,1,1,1,1,0,1,1,1,1,2,3,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,2,1
1906419203,2,0,19039,1,2,1,8,10,3,-1.0,1,1,5,1,1,1,1,1,2,1,1,0,0,1,1,9,4,1,2,1,1,1,2,1,2,1,1,2,2,1,1,2,2,2,2,2,2,2,1
1906419204,1,3500,19039,1,2,1,8,7,2,-1.0,1,1,3,1,1,1,1,1,2,1,1,0,0,1,1,4,3,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1
1906419205,4,0,19039,1,2,1,8,10,3,90.0,1,3,5,1,1,1,1,1,2,1,1,0,0,1,1,14,4,1,1,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,0
1906419206,4,0,19039,1,2,1,8,10,3,34.0,1,2,8,1,1,1,1,1,2,1,2,0,0,1,1,12,4,1,1,1,1,1,2,2,2,1,1,2,2,1,1,2,2,2,1,2,2,2,0
1906420501,1,5000,19039,1,4,2,8,10,3,-1.0,1,2,3,1,1,1,1,1,2,1,1,0,0,1,1,8,4,1,1,1,1,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,1
1906420503,5,0,19039,1,4,1,8,10,3,26.0,1,3,4,1,1,1,1,1,2,1,2,1,0,1,1,20,4,1,2,1,1,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,1,0
1906420505,2,0,19039,1,4,1,8,10,3,50.0,1,2,3,1,1,1,1,1,2,1,2,1,0,1,1,10,4,1,1,1,1,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,0
1906421703,4,0,19039,1,4,1,8,10,3,48.0,1,2,6,1,1,1,1,1,2,1,2,1,0,1,1,13,4,1,1,1,1,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,0
1906421706,4,0,19039,1,4,1,8,10,3,40.0,1,4,6,1,1,1,1,1,2,1,1,0,0,1,1,10,3,1,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,2,1,2,2,2,0
1906422903,1,7000,19039,1,4,4,8,10,3,-1.0,1,1,3,1,1,1,1,1,2,1,1,0,0,1,1,5,4,3,2,1,1,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1
1906422904,1,11000,19039,1,4,4,8,10,3,-1.0,1,2,3,1,1,1,1,1,2,1,2,0,0,1,1,5,4,3,2,1,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,1
1906422906,1,8500,19039,1,4,4,8,10,3,-1.0,1,1,2,1,1,1,1,1,2,1,1,0,0,1,1,4,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1
1906423702,4,0,19039,1,3,1,8,10,3,24.0,1,2,4,1,1,1,1,1,2,1,1,0,0,1,1,7,4,1,1,1,1,1,2,2,2,1,1,2,2,1,2,1,2,2,1,2,2,2,0
1906423703,4,0,19039,1,3,1,8,10,2,24.0,1,2,4,1,1,1,1,1,2,1,1,0,0,1,1,7,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0
1906423704,3,0,19039,1,3,1,8,10,2,26.0,1,1,2,1,1,1,1,1,2,1,1,0,0,1,1,4,4,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,0
1906423706,3,0,19039,1,3,1,8,10,2,25.0,1,1,3,1,1,1,1,1,2,1,1,0,0,1,1,7,3,1,1,1,1,2,2,2,2,2,1,2,1,1,1,1,2,2,1,2,1,1,0
1906424901,1,9031,19039,1,3,4,8,10,3,-1.0,1,1,1,1,1,1,1,1,2,1,1,0,0,1,1,5,5,1,2,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,1
1906424903,1,7000,19039,1,3,2,8,10,3,-1.0,1,1,5,1,1,1,1,1,2,1,1,0,0,1,1,9,4,1,2,1,1,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1
1906424904,2,0,19039,1,3,1,8,10,3,80.0,1,1,5,1,1,1,1,1,2,1,2,0,0,1,1,7,3,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,0
1906424905,4,0,19039,1,3,1,8,10,3,70.0,1,2,4,1,1,1,1,1,2,1,1,0,0,1,1,5,3,1,1,1,1,1,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,0
1906425601,4,0,19039,1,2,1,8,10,2,23.0,1,3,5,1,1,1,1,1,2,1,1,1,0,1,1,6,3,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,1,2,0
1906425602,4,0,19039,1,2,1,8,10,2,20.0,1,3,5,1,1,1,1,1,2,1,1,1,0,1,1,7,4,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0
1906425603,1,2100,19039,1,2,1,8,10,2,-1.0,1,1,3,1,1,1,1,1,2,1,1,0,0,1,1,6,3,1,2,1,1,2,2,2,2,2,1,2,2,1,2,1,2,2,1,2,2,2,1
1906425604,2,0,19039,1,2,1,8,10,3,10.0,1,2,5,1,1,1,1,1,2,1,2,0,0,1,1,8,3,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,0
1906425605,4,0,19039,1,2,1,8,10,3,20.0,1,4,7,1,1,1,1,1,2,1,1,1,0,1,1,10,3,1,1,1,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,0
1906425606,4,0,19039,1,2,1,8,10,3,20.0,1,2,4,1,1,1,1,1,2,1,1,0,0,1,1,6,3,1,2,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,0
1906426202,4,0,19039,1,3,1,8,10,2,33.0,1,1,3,1,1,1,1,1,2,1,1,1,0,1,1,3,3,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,0
1906426203,4,0,19039,1,3,1,8,10,2,30.0,1,1,2,1,1,1,1,1,2,1,1,0,0,1,1,4,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,0
1906426204,1,3000,19039,1,3,1,8,10,3,25.0,1,1,5,1,1,1,1,1,2,1,1,0,0,1,1,6,4,1,2,1,1,2,2,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,0
1906426205,4,0,19039,1,3,1,8,10,2,36.0,1,2,4,1,1,1,1,1,2,1,1,1,0,1,1,6,3,1,1,1,1,2,2,2,2,2,1,2,1,1,2,1,1,2,2,2,2,2,0
1906426206,4,0,19039,1,3,1,8,10,2,30.0,1,2,5,1,1,1,1,1,2,1,1,2,0,1,1,6,3,1,2,1,1,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,0
1906427801,4,0,19039,1,2,1,8,10,3,40.0,1,2,4,1,1,1,1,1,2,1,1,0,0,1,1,5,4,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0
1906427803,1,2000,19039,1,2,5,8,10,3,1.0,1,1,1,1,1,1,1,1,2,1,1,0,0,1,1,2,5,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0
1906427804,1,2300,19039,1,2,5,8,10,2,-1.0,1,1,1,1,1,1,1,1,2,1,1,0,0,1,1,2,5,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1
1906427805,3,0,19039,1,2,1,8,10,2,40.0,1,4,5,1,1,1,1,1,2,1,1,0,0,1,1,8,4,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,0
1906427806,1,4000,19039,1,2,5,8,10,3,-1.0,1,1,4,1,1,1,1,1,2,1,1,0,0,1,1,5,3,1,1,1,1,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,1
1906428001,4,0,19039,1,2,1,8,10,2,1.0,1,1,4,1,2,1,1,1,2,1,1,0,0,1,1,4,5,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0
1906428002,4,0,19039,1,2,1,8,10,2,50.0,1,3,5,1,1,1,1,1,2,1,1,0,0,1,1,7,4,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0
1906428003,4,0,19039,1,2,1,8,10,2,30.0,1,3,5,1,1,1,1,1,2,1,1,0,0,1,1,6,3,1,1,1,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,0
1906428006,4,0,19039,1,2,1,8,10,3,15.0,1,2,5,1,1,1,1,1,2,1,2,1,0,1,1,7,4,1,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,0
1906429701,4,0,19039,1,4,1,8,10,3,20.0,1,1,3,1,1,1,1,1,2,1,1,1,0,1,1,9,4,1,2,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,0
1906429702,4,0,19039,1,4,1,8,10,3,15.0,1,3,4,1,1,1,1,1,1,1,3,0,0,1,1,20,4,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,0
1906429703,4,0,19039,1,4,1,8,10,3,1.0,1,1,3,1,1,1,1,1,2,1,2,0,0,1,1,8,4,1,1,1,1,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,0
1906429705,3,0,19039,1,4,1,8,10,3,31.0,1,2,3,1,1,1,1,1,2,1,2,0,0,1,1,12,4,1,1,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,0
1906429706,4,0,19039,1,4,1,8,10,3,30.0,1,2,6,1,1,1,1,1,2,1,2,1,0,1,1,9,4,1,1,1,1,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,0
1906430201,3,0,19039,1,4,1,8,10,3,10.0,1,2,5,1,1,1,1,1,2,1,2,1,0,1,1,18,4,1,1,1,1,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,0
1906430203,1,16000,19039,1,4,1,8,10,3,1.0,1,3,5,1,1,1,1,1,2,1,2,1,0,1,1,24,4,1,1,1,1,2,2,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,0
1906430205,4,0,19039,1,4,1,8,10,3,15.0,1,3,5,1,1,1,1,1,2,1,3,2,0,1,1,15,4,1,1,1,1,1,2,2,2,1,1,1,2,1,1,2,2,2,1,2,2,2,0
1906431401,1,3500,19039,1,4,1,8,10,3,40.0,1,3,4,1,1,1,1,1,2,1,1,0,0,1,1,12,3,1,1,1,1,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,0
1906431402,1,12000,19039,1,4,1,8,10,3,10.0,1,3,6,1,1,1,1,1,1,1,2,0,0,1,1,15,3,1,1,1,1,2,2,2,2,1,1,2,2,1,1,2,2,2,1,2,2,2,0
1906431404,1,2000,19039,1,4,1,8,10,3,20.0,1,2,4,1,1,1,1,1,2,1,1,0,0,1,1,8,4,1,1,1,1,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,0
1906431405,4,0,19039,1,4,1,8,10,3,30.0,1,3,7,1,1,1,1,1,2,1,2,0,0,1,1,14,4,1,1,1,1,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,0
1906432601,3,0,19039,1,4,1,8,10,3,1.0,1,3,4,1,1,1,1,1,2,1,2,0,0,1,1,9,4,1,1,1,1,1,2,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,0
1906432605,4,0,19039,1,4,1,8,10,3,15.0,1,3,6,1,1,1,1,1,2,1,3,1,0,1,1,36,4,1,1,1,1,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,0
1906433401,1,2000,19039,1,3,1,8,10,2,40.0,1,2,5,1,1,1,1,1,2,1,1,0,0,1,1,10,3,1,1,1,1,2,2,1,2,1,1,2,2,1,1,1,2,2,2,2,2,1,0
1906433402,4,0,19039,1,3,4,8,10,3,47.0,1,3,5,1,1,1,1,1,2,1,1,0,0,1,1,6,4,1,1,1,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,0
1906433403,3,0,19039,1,3,1,8,10,2,40.0,1,1,4,1,1,1,1,1,2,1,1,0,0,1,1,12,4,1,1,1,1,2,2,2,2,1,1,2,2,1,1,1,2,2,1,2,2,2,0
1906433404,4,0,19039,1,3,1,8,10,3,60.0,1,5,8,1,1,1,1,1,2,1,2,0,0,1,1,13,4,1,1,1,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,0
1906433405,4,0,19039,1,3,1,8,10,2,50.0,1,2,3,1,1,1,1,1,2,1,1,0,0,1,1,7,3,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,0
1906433406,4,0,19039,1,3,4,8,10,3,40.0,1,3,5,1,1,1,1,1,2,1,1,0,0,1,1,9,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,0
1906434601,1,2500,19039,1,3,2,8,10,2,50.0,1,1,3,1,1,1,1,1,2,1,1,0,0,1,1,6,5,1,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,0
1906434602,2,0,19039,1,3,2,8,10,2,50.0,1,2,3,1,1,1,1,1,2,1,1,0,0,1,1,9,3,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,0
